"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2013","2013",8.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2014","2014",8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2015","2015",8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2016","2016",8.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2017","2017",8.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2018","2018",8.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2019","2019",8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2020","2020",8.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2021","2021",8.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2022","2022",8.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2010","2010",10.8,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2011","2011",11,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2012","2012",9.8,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2013","2013",10,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2014","2014",10.1,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2015","2015",9.9,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2016","2016",10,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2017","2017",9.7,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2018","2018",9.7,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2019","2019",9.5,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2020","2020",9.7,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2021","2021",10.4,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2010","2010",12.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2011","2011",12.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2012","2012",12.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2013","2013",11.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2014","2014",12,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2015","2015",11.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2016","2016",11.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2017","2017",11.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2018","2018",11.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2019","2019",11.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2020","2020",10.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2021","2021",10.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2010","2010",11.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2011","2011",11.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2012","2012",11.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2013","2013",11.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2014","2014",11.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2015","2015",11.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2016","2016",11,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2017","2017",10.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2018","2018",10.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2019","2019",10.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NLD","Netherlands","2010","2010",9.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NLD","Netherlands","2011","2011",9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NLD","Netherlands","2012","2012",9.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NLD","Netherlands","2013","2013",8.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NLD","Netherlands","2014","2014",8.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NLD","Netherlands","2015","2015",8.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NLD","Netherlands","2016","2016",8.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NLD","Netherlands","2017","2017",8.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NLD","Netherlands","2018","2018",8.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NLD","Netherlands","2019","2019",8.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NLD","Netherlands","2020","2020",7.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NLD","Netherlands","2021","2021",8.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NOR","Norway","2010","2010",6.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NOR","Norway","2011","2011",6.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NOR","Norway","2012","2012",6.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NOR","Norway","2013","2013",6.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NOR","Norway","2014","2014",6.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NOR","Norway","2015","2015",6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NOR","Norway","2016","2016",6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NOR","Norway","2017","2017",6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NOR","Norway","2018","2018",6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NOR","Norway","2019","2019",6.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NOR","Norway","2020","2020",7.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NOR","Norway","2021","2021",7.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","NOR","Norway","2022","2022",6.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","SWE","Sweden","2010","2010",7.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","SWE","Sweden","2011","2011",7.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","SWE","Sweden","2012","2012",7.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","SWE","Sweden","2013","2013",7.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","SWE","Sweden","2014","2014",7.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","SWE","Sweden","2015","2015",7.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","SWE","Sweden","2016","2016",7.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","SWE","Sweden","2017","2017",7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","SWE","Sweden","2018","2018",7.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","SWE","Sweden","2019","2019",7.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","SWE","Sweden","2020","2020",7.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","SWE","Sweden","2021","2021",7.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CHE","Switzerland","2010","2010",9.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CHE","Switzerland","2011","2011",9.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CHE","Switzerland","2012","2012",9.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CHE","Switzerland","2013","2013",9.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CHE","Switzerland","2014","2014",9.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CHE","Switzerland","2015","2015",8.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CHE","Switzerland","2016","2016",8.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CHE","Switzerland","2017","2017",8.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CHE","Switzerland","2018","2018",8.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CHE","Switzerland","2019","2019",8.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CHE","Switzerland","2020","2020",8.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CHE","Switzerland","2021","2021",8.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GBR","United Kingdom","2010","2010",10.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GBR","United Kingdom","2011","2011",9.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GBR","United Kingdom","2012","2012",9.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GBR","United Kingdom","2013","2013",9.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GBR","United Kingdom","2014","2014",9.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GBR","United Kingdom","2015","2015",9.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GBR","United Kingdom","2016","2016",9.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GBR","United Kingdom","2017","2017",9.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GBR","United Kingdom","2018","2018",9.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GBR","United Kingdom","2019","2019",9.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GBR","United Kingdom","2020","2020",9.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GBR","United Kingdom","2021","2021",10,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","USA","United States","2010","2010",8.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","USA","United States","2011","2011",8.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","USA","United States","2012","2012",8.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","USA","United States","2013","2013",8.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","USA","United States","2014","2014",8.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","USA","United States","2015","2015",8.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","USA","United States","2016","2016",8.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","USA","United States","2017","2017",8.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","USA","United States","2018","2018",8.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","USA","United States","2019","2019",9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","USA","United States","2020","2020",9.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","USA","United States","2021","2021",9.5,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","AUS","Australia","2010","2010",15.3,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","AUS","Australia","2013","2013",13,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","AUS","Australia","2016","2016",12.4,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","AUS","Australia","2019","2019",11.2,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","CAN","Canada","2010","2010",16.3,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","CAN","Canada","2011","2011",15.7,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","CAN","Canada","2012","2012",16.1,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","CAN","Canada","2013","2013",14.9,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","CAN","Canada","2014","2014",14,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","CAN","Canada","2015","2015",13.1,"B","Break"
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","CAN","Canada","2016","2016",12.5,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","CAN","Canada","2017","2017",12,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","CAN","Canada","2018","2018",11.3,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","CAN","Canada","2019","2019",10.3,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","CAN","Canada","2020","2020",9.4,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","CAN","Canada","2021","2021",8.7,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","DNK","Denmark","2010","2010",20.9,"B","Break"
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","DNK","Denmark","2013","2013",17,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","DNK","Denmark","2017","2017",16.9,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","DNK","Denmark","2021","2021",13.9,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FRA","France","2010","2010",29.7,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FRA","France","2014","2014",28.5,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FRA","France","2015","2015",29.4,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FRA","France","2016","2016",29.4,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FRA","France","2017","2017",26.9,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FRA","France","2018","2018",25.4,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FRA","France","2019","2019",24,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FRA","France","2020","2020",25.5,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FRA","France","2021","2021",25.3,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","DEU","Germany","2013","2013",20.9,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","DEU","Germany","2017","2017",18.8,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","DEU","Germany","2021","2021",14.6,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NLD","Netherlands","2010","2010",20.9,"B","Break"
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NLD","Netherlands","2011","2011",20.8,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NLD","Netherlands","2012","2012",18.4,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NLD","Netherlands","2013","2013",18.5,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NLD","Netherlands","2014","2014",19.1,"B","Break"
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NLD","Netherlands","2015","2015",19,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NLD","Netherlands","2016","2016",18,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NLD","Netherlands","2017","2017",16.8,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NLD","Netherlands","2018","2018",15.5,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NLD","Netherlands","2019","2019",15.4,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NLD","Netherlands","2020","2020",14.4,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NLD","Netherlands","2021","2021",14.7,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NOR","Norway","2010","2010",19,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NOR","Norway","2011","2011",17,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NOR","Norway","2012","2012",16,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NOR","Norway","2013","2013",15,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NOR","Norway","2014","2014",13,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NOR","Norway","2015","2015",13,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NOR","Norway","2016","2016",12,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NOR","Norway","2017","2017",11,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NOR","Norway","2018","2018",12,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NOR","Norway","2019","2019",9,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NOR","Norway","2020","2020",9,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NOR","Norway","2021","2021",8,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","NOR","Norway","2022","2022",7,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","SWE","Sweden","2010","2010",13.6,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","SWE","Sweden","2011","2011",13.1,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","SWE","Sweden","2012","2012",12.8,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","SWE","Sweden","2013","2013",10.7,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","SWE","Sweden","2014","2014",11.9,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","SWE","Sweden","2015","2015",11.2,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","SWE","Sweden","2016","2016",10.9,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","SWE","Sweden","2017","2017",10.4,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","SWE","Sweden","2018","2018",10.1,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","SWE","Sweden","2019","2019",10.4,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","SWE","Sweden","2020","2020",9.5,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","SWE","Sweden","2021","2021",9.7,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","CHE","Switzerland","2012","2012",20.4,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","CHE","Switzerland","2017","2017",19.1,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","GBR","United Kingdom","2010","2010",20.3,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","GBR","United Kingdom","2011","2011",19.8,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","GBR","United Kingdom","2012","2012",20.4,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","GBR","United Kingdom","2013","2013",19.2,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","GBR","United Kingdom","2014","2014",18.8,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","GBR","United Kingdom","2015","2015",17.8,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","GBR","United Kingdom","2016","2016",16.1,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","GBR","United Kingdom","2017","2017",16.8,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","GBR","United Kingdom","2018","2018",16.6,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","GBR","United Kingdom","2019","2019",15.8,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","GBR","United Kingdom","2020","2020",14.5,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","GBR","United Kingdom","2021","2021",12.7,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","USA","United States","2010","2010",15.1,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","USA","United States","2011","2011",14.8,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","USA","United States","2012","2012",14.2,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","USA","United States","2013","2013",13.7,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","USA","United States","2014","2014",12.9,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","USA","United States","2015","2015",11.4,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","USA","United States","2016","2016",11.8,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","USA","United States","2017","2017",10.5,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","USA","United States","2018","2018",10.3,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","USA","United States","2019","2019",10.9,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","USA","United States","2020","2020",9.4,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","USA","United States","2021","2021",8.8,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","AUS","Australia","2017","2017",19.5,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2010","2010",17.5,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2011","2011",17.7,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2012","2012",17.7,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2013","2013",18.2,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2014","2014",19.6,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2015","2015",19.2,"B","Break"
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2016","2016",19.7,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2017","2017",19.8,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2018","2018",19.7,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2019","2019",20.4,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2020","2020",21,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2021","2021",21.6,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","DNK","Denmark","2010","2010",13.4,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","DNK","Denmark","2013","2013",14.2,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","DNK","Denmark","2014","2014",14.9,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","DNK","Denmark","2017","2017",16.8,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","DNK","Denmark","2021","2021",18.5,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","FRA","France","2010","2010",12.9,,
